PointYrID,Point,Year,MaxOfVisit,latitude,longitude,CWHR1,elevation,aspect,slope,SRI,southness,ShrubCov,TreeCov,BA,g30SNAGS,totSNAGS,MaxDBH,DisturbanceYear,TRT,Landscape,Clearcut,ndwi,tmn,tmx,dndwi,dtmn,dtmx,cwd
SQ21B.W.2019,SQ21B.W,2019,2,35.9276687,-118.5695492,WFR,2117,91.72,23.07,0.9143,0.5096,30,25,6.6,1,3,58,NA,Undisturbed,Modified,1,0.305,-1.93421,22.85171,-0.003,3.21911,4.84171,932.63
SQ21C.C.2010,SQ21C.C,2010,2,35.93663428,-118.5666079,WFR,1997,268.96,31.73,-0.3463,0.5058,20,46,14,5,11,91,NA,Undisturbed,Modified,0,0.347,-2.40222,22.62,-0.033,2.69917,2.65,625.7
SQ21C.C.2011,SQ21C.C,2011,1,35.93663428,-118.5666079,WFR,1997,268.96,31.73,-0.3463,0.5058,20,46,14,5,11,91,NA,Undisturbed,Modified,0,0.355,-1.87398,21.33,-0.025,3.22741,1.36,646.8
SQ21C.C.2012,SQ21C.C,2012,2,35.93663428,-118.5666079,WFR,1997,268.96,31.73,-0.3463,0.5058,20,46,14,5,11,91,NA,Undisturbed,Modified,0,0.392,-0.05673,23.88,0.012,5.04467,3.91,823.01
SQ21C.C.2013,SQ21C.C,2013,1,35.93663428,-118.5666079,WFR,1997,268.96,31.73,-0.3463,0.5058,20,46,14,5,11,91,NA,Undisturbed,Modified,0,0.411,-5.01005,25.94,0.031,0.09134,5.97,1000.61
SQ21C.C.2014,SQ21C.C,2014,2,35.93663428,-118.5666079,WFR,1997,268.96,31.73,-0.3463,0.5058,15,38,13.2,10.5,20,75,NA,Undisturbed,Modified,0,0.382,1.77269,25.57,0.002,6.87408,5.6,986.52
SQ21C.C.2015,SQ21C.C,2015,1,35.93663428,-118.5666079,SMC,1997,268.96,31.73,-0.3463,0.5058,10,30,12.4,16,29,59,NA,Undisturbed,Modified,0,0.334,-1.99303,26.24,-0.046,3.10836,6.27,998.05
SQ21C.C.2016,SQ21C.C,2016,2,35.93663428,-118.5666079,SMC,1997,268.96,31.73,-0.3463,0.5058,10,30,12.4,16,29,59,NA,Undisturbed,Modified,0,0.289,-1.59398,26.02,-0.091,3.50741,6.05,868.06
SQ21C.C.2017,SQ21C.C,2017,1,35.93663428,-118.5666079,SMC,1997,268.96,31.73,-0.3463,0.5058,10,30,12.4,16,29,59,NA,Undisturbed,Modified,0,0.275,-3.52062,24.57255,-0.105,1.58077,4.60255,897.89
SQ21C.C.2019,SQ21C.C,2019,2,35.93663428,-118.5666079,SMC,1997,268.96,31.73,-0.3463,0.5058,10,30,12.4,16,29,59,NA,Undisturbed,Modified,0,0.264,-1.43306,23.67255,-0.116,3.66833,3.70255,944.3
SQ21C.E.2010,SQ21C.E,2010,2,35.93660023,-118.563834,WFR,2028,281.39,36.77,0.4035,0.4367,20,46,7.3,3,4,82,NA,Undisturbed,Modified,0,0.353,-2.26008,21.54,-0.063,3.09967,2.76,627
SQ21C.E.2011,SQ21C.E,2011,1,35.93660023,-118.563834,WFR,2028,281.39,36.77,0.4035,0.4367,20,46,7.3,3,4,82,NA,Undisturbed,Modified,0,0.344,-2.25616,20.65,-0.072,3.10359,1.87,646.3
SQ21C.E.2012,SQ21C.E,2012,2,35.93660023,-118.563834,WFR,2028,281.39,36.77,0.4035,0.4367,20,46,7.3,3,4,82,NA,Undisturbed,Modified,0,0.385,-0.38653,23.23,-0.031,4.97321,4.45,819.21
SQ21C.E.2013,SQ21C.E,2013,1,35.93660023,-118.563834,WFR,2028,281.39,36.77,0.4035,0.4367,20,46,7.3,3,4,82,NA,Undisturbed,Modified,0,0.406,-5.49463,25.31,-0.01,-0.13489,6.53,979.39
SQ21C.E.2014,SQ21C.E,2014,2,35.93660023,-118.563834,WFR,2028,281.39,36.77,0.4035,0.4367,20,40.5,12.2,6,9.5,72.5,NA,Undisturbed,Modified,0,0.394,1.46828,24.92,-0.022,6.82803,6.14,981.33
SQ21C.E.2015,SQ21C.E,2015,1,35.93660023,-118.563834,SMC,2028,281.39,36.77,0.4035,0.4367,20,35,17,9,15,63,NA,Undisturbed,Modified,0,0.381,-2.44096,25.51,-0.035,2.91878,6.73,994.15
SQ21C.E.2016,SQ21C.E,2016,2,35.93660023,-118.563834,SMC,2028,281.39,36.77,0.4035,0.4367,20,35,17,9,15,63,NA,Undisturbed,Modified,0,0.345,-2.00028,25.29,-0.071,3.35946,6.51,867.69
SQ21C.E.2017,SQ21C.E,2017,1,35.93660023,-118.563834,SMC,2028,281.39,36.77,0.4035,0.4367,20,35,17,9,15,63,NA,Undisturbed,Modified,0,0.353,-4.02089,23.92056,-0.063,1.33885,5.14056,900.73
SQ21C.E.2019,SQ21C.E,2019,2,35.93660023,-118.563834,SMC,2028,281.39,36.77,0.4035,0.4367,20,35,17,9,15,63,NA,Undisturbed,Modified,0,0.33,-1.88148,23.02877,-0.086,3.47826,4.24877,952.15
SQ21C.N.2010,SQ21C.N,2010,2,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,35,53,12.7,7,20,80,NA,Undisturbed,Modified,0,0.361,-2.48683,23.1,-0.025,2.49709,2.64,674.3
SQ21C.N.2011,SQ21C.N,2011,1,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,35,53,12.7,7,20,80,NA,Undisturbed,Modified,0,0.367,-1.72165,21.66,-0.019,3.26228,1.2,651.8
SQ21C.N.2012,SQ21C.N,2012,2,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,35,53,12.7,7,20,80,NA,Undisturbed,Modified,0,0.403,0.06002,24.2,0.017,5.04394,3.74,786.49
SQ21C.N.2013,SQ21C.N,2013,1,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,35,53,12.7,7,20,80,NA,Undisturbed,Modified,0,0.382,-4.78655,26.24,-0.004,0.19738,5.78,982.47
SQ21C.N.2014,SQ21C.N,2014,2,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,23.5,39,12.5,9,23,64.5,NA,Undisturbed,Modified,0,0.354,1.87164,25.89,-0.032,6.85556,5.43,991.94
SQ21C.N.2015,SQ21C.N,2015,1,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,12,25,12.4,11,26,49,NA,Undisturbed,Modified,0,0.31,-1.8122,26.54,-0.076,3.17172,6.08,949.26
SQ21C.N.2016,SQ21C.N,2016,2,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,12,25,12.4,11,26,49,NA,Undisturbed,Modified,0,0.26,-1.44165,26.32,-0.126,3.54228,5.86,822.59
SQ21C.N.2017,SQ21C.N,2017,1,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,12,25,12.4,11,26,49,NA,Undisturbed,Modified,0,0.286,-3.31418,24.85089,-0.1,1.66974,4.39089,881.24
SQ21C.N.2019,SQ21C.N,2019,2,35.93888416,-118.5665659,SMC,1924,290.28,23.53,-0.9257,0.3874,12,25,12.4,11,26,49,NA,Undisturbed,Modified,0,0.252,-1.25295,23.95089,-0.134,3.73098,3.49089,826.17
SQ21C.S.2010,SQ21C.S,2010,2,35.93438439,-118.5666498,WFR,2050,319.05,44.19,-0.325,0.2275,60,27,9.3,0,2,100,NA,Undisturbed,Modified,0,0.443,-2.29602,22.11,0.001,2.93197,2.68,626.2
SQ21C.S.2011,SQ21C.S,2011,1,35.93438439,-118.5666498,WFR,2050,319.05,44.19,-0.325,0.2275,60,27,9.3,0,2,100,NA,Undisturbed,Modified,0,0.456,-2.06019,20.93,0.014,3.1678,1.5,645.9
SQ21C.S.2012,SQ21C.S,2012,2,35.93438439,-118.5666498,WFR,2050,319.05,44.19,-0.325,0.2275,60,27,9.3,0,2,100,NA,Undisturbed,Modified,0,0.477,-0.21349,23.49,0.035,5.0145,4.06,816.56
SQ21C.S.2013,SQ21C.S,2013,1,35.93438439,-118.5666498,WFR,2050,319.05,44.19,-0.325,0.2275,60,27,9.3,0,2,100,NA,Undisturbed,Modified,0,0.484,-5.28815,25.56,0.042,-0.06016,6.13,978.98
SQ21C.S.2014,SQ21C.S,2014,2,35.93438439,-118.5666498,WFR,2050,319.05,44.19,-0.325,0.2275,37.5,26,11,4,9,77.5,NA,Undisturbed,Modified,0,0.46,1.63441,25.19,0.018,6.8624,5.76,980.95
SQ21C.S.2015,SQ21C.S,2015,1,35.93438439,-118.5666498,SMC,2050,319.05,44.19,-0.325,0.2275,15,25,12.6,8,16,55,NA,Undisturbed,Modified,0,0.401,-2.2332,25.83,-0.041,2.99479,6.4,1003.68
SQ21C.S.2016,SQ21C.S,2016,2,35.93438439,-118.5666498,SMC,2050,319.05,44.19,-0.325,0.2275,15,25,12.6,8,16,55,NA,Undisturbed,Modified,0,0.376,-1.816,25.61,-0.066,3.41199,6.18,867.19
SQ21C.S.2017,SQ21C.S,2017,1,35.93438439,-118.5666498,SMC,2050,319.05,44.19,-0.325,0.2275,15,25,12.6,8,16,55,NA,Undisturbed,Modified,0,0.361,-3.8071,24.17625,-0.081,1.42089,4.74625,895.84
SQ21C.S.2019,SQ21C.S,2019,2,35.93438439,-118.5666498,SMC,2050,319.05,44.19,-0.325,0.2275,15,25,12.6,8,16,55,NA,Undisturbed,Modified,0,0.341,-1.68216,23.2852,-0.101,3.54583,3.8552,949.12
SQ21C.W.2010,SQ21C.W,2010,2,35.93666826,-118.5693817,WFR,1951,349.73,39.07,-0.9966,0.0571,50,55,9.7,2,10,72,NA,Undisturbed,Modified,0,0.35,-2.5099,22.96,-0.021,2.5376,2.55,682.5
SQ21C.W.2011,SQ21C.W,2011,1,35.93666826,-118.5693817,WFR,1951,349.73,39.07,-0.9966,0.0571,50,55,9.7,2,10,72,NA,Undisturbed,Modified,0,0.365,-1.74674,21.49,-0.006,3.30076,1.08,659.4
SQ21C.W.2012,SQ21C.W,2012,2,35.93666826,-118.5693817,WFR,1951,349.73,39.07,-0.9966,0.0571,50,55,9.7,2,10,72,NA,Undisturbed,Modified,0,0.384,0.05269,24.04,0.013,5.10019,3.63,825.75
SQ21C.W.2013,SQ21C.W,2013,1,35.93666826,-118.5693817,WFR,1951,349.73,39.07,-0.9966,0.0571,50,55,9.7,2,10,72,NA,Undisturbed,Modified,0,0.409,-4.86559,26.08,0.038,0.18191,5.67,1017.34
SQ21C.W.2014,SQ21C.W,2014,2,35.93666826,-118.5693817,WFR,1951,349.73,39.07,-0.9966,0.0571,35,40,12.7,5.5,14.5,67,NA,Undisturbed,Modified,0,0.375,1.88233,25.73,0.004,6.92984,5.32,993.17
SQ21C.W.2015,SQ21C.W,2015,1,35.93666826,-118.5693817,SMC,1951,349.73,39.07,-0.9966,0.0571,20,25,15.8,9,19,62,NA,Undisturbed,Modified,0,0.313,-1.8656,26.41,-0.058,3.1819,6,1001.01
SQ21C.W.2016,SQ21C.W,2016,2,35.93666826,-118.5693817,SMC,1951,349.73,39.07,-0.9966,0.0571,20,25,15.8,9,19,62,NA,Undisturbed,Modified,0,0.278,-1.46683,26.18,-0.093,3.58067,5.77,871.05
SQ21C.W.2017,SQ21C.W,2017,1,35.93666826,-118.5693817,SMC,1951,349.73,39.07,-0.9966,0.0571,20,25,15.8,9,19,62,NA,Undisturbed,Modified,0,0.288,-3.37568,24.72568,-0.083,1.67182,4.31568,928.1
SQ21C.W.2019,SQ21C.W,2019,2,35.93666826,-118.5693817,SMC,1951,349.73,39.07,-0.9966,0.0571,20,25,15.8,9,19,62,NA,Undisturbed,Modified,0,0.294,-1.30591,23.82573,-0.077,3.7416,3.41573,945.68
SQ22A.C.2010,SQ22A.C,2010,1,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,20,12,21.3,11,15,137,NA,Undisturbed,Modified,0,0.206,-6.91041,15.39,0.085,3.45289,3.07,326.3
SQ22A.C.2011,SQ22A.C,2011,1,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,20,12,21.3,11,15,137,NA,Undisturbed,Modified,0,0.2,-7.50799,14.76,0.079,2.85531,2.44,176.5
SQ22A.C.2012,SQ22A.C,2012,2,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,20,12,21.3,11,15,137,NA,Undisturbed,Modified,0,0.039,-5.03089,17.64,-0.082,5.33242,5.32,524.19
SQ22A.C.2013,SQ22A.C,2013,1,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,20,12,21.3,11,15,137,NA,Undisturbed,Modified,0,0.127,-10.38368,19,0.006,-0.02037,6.68,579.13
SQ22A.C.2014,SQ22A.C,2014,2,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,20,12,21.3,11,15,137,NA,Undisturbed,Modified,0,0.062,-3.30333,18.71,-0.059,7.05998,6.39,608.45
SQ22A.C.2015,SQ22A.C,2015,1,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,27.5,18.5,18.3,8.5,15.5,137,NA,Undisturbed,Modified,0,0.124,-6.57606,19.39,0.003,3.78725,7.07,585.22
SQ22A.C.2016,SQ22A.C,2016,2,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,35,25,15.2,6,16,137,NA,Undisturbed,Modified,0,0.093,-8.38657,19.34,-0.028,1.97673,7.02,397.25
SQ22A.C.2017,SQ22A.C,2017,1,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,35,25,15.2,6,16,137,NA,Undisturbed,Modified,0,0.078,-9.037,18.83632,-0.043,1.3263,6.51632,603.07
SQ22A.C.2019,SQ22A.C,2019,2,36.73073759,-118.7534928,RFR,2711,275.51,54.41,-0.0987,0.4694,35,25,15.2,6,16,137,NA,Undisturbed,Modified,0,0.181,-7.71835,17.20908,0.06,2.64496,4.88908,519.36
SQ22A.E.2010,SQ22A.E,2010,1,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,15,26,9.3,8,16,108,NA,Undisturbed,Modified,0,-0.03,-6.68534,14.44,0.033,3.42371,2.78,338.7
SQ22A.E.2011,SQ22A.E,2011,1,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,15,26,9.3,8,16,108,NA,Undisturbed,Modified,0,0.666,-8.04448,14.02,0.729,2.06457,2.36,56.9
SQ22A.E.2012,SQ22A.E,2012,2,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,15,26,9.3,8,16,108,NA,Undisturbed,Modified,0,-0.09,-5.54511,16.85,-0.027,4.56394,5.19,506.11
SQ22A.E.2013,SQ22A.E,2013,1,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,15,26,9.3,8,16,108,NA,Undisturbed,Modified,0,-0.064,-10.9657,18.2,-0.001,-0.85665,6.54,585.23
SQ22A.E.2014,SQ22A.E,2014,2,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,15,26,9.3,8,16,108,NA,Undisturbed,Modified,0,-0.054,-3.82302,17.89,0.009,6.28603,6.23,573.91
SQ22A.E.2015,SQ22A.E,2015,1,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,12.5,28,8.8,7.5,16,148,NA,Undisturbed,Modified,0,0.039,-7.12387,18.56,0.102,2.98517,6.9,551.91
SQ22A.E.2016,SQ22A.E,2016,2,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,10,30,8.2,7,16,188,NA,Undisturbed,Modified,0,-0.057,-8.96757,18.54,0.006,1.14148,6.88,409.88
SQ22A.E.2017,SQ22A.E,2017,1,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,10,30,8.2,7,16,188,NA,Undisturbed,Modified,0,-0.065,-9.61792,18.23487,-0.002,0.49112,6.57487,617.5
SQ22A.E.2019,SQ22A.E,2019,2,36.73070799,-118.7506899,RFR,2833,300.5,31.86,0.361,0.3305,10,30,8.2,7,16,188,NA,Undisturbed,Modified,0,-0.049,-8.33831,16.61279,0.014,1.77073,4.95279,531.79
SQ22A.N.2010,SQ22A.N,2010,1,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,30,53.8,24.3,20,24,85,NA,Undisturbed,Modified,0,0.233,-6.67577,15.83,0.028,3.4546,3.29,326.2
SQ22A.N.2011,SQ22A.N,2011,1,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,30,53.8,24.3,20,24,85,NA,Undisturbed,Modified,0,0.285,-7.20075,15.1,0.08,2.92963,2.56,174.9
SQ22A.N.2012,SQ22A.N,2012,2,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,30,53.8,24.3,20,24,85,NA,Undisturbed,Modified,0,0.177,-4.73643,17.99,-0.028,5.39395,5.45,521.99
SQ22A.N.2013,SQ22A.N,2013,1,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,30,53.8,24.3,20,24,85,NA,Undisturbed,Modified,0,0.184,-10.04103,19.36,-0.021,0.08934,6.82,576.94
SQ22A.N.2014,SQ22A.N,2014,2,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,30,53.8,24.3,20,24,85,NA,Undisturbed,Modified,0,0.202,-3.0133,19.07,-0.003,7.11707,6.53,655.13
SQ22A.N.2015,SQ22A.N,2015,1,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,25,46.9,24.8,11,18,108.5,NA,Undisturbed,Modified,0,0.222,-6.27733,19.75,0.017,3.85305,7.21,586.85
SQ22A.N.2016,SQ22A.N,2016,2,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,20,40,25.2,2,12,132,NA,Undisturbed,Modified,0,0.162,-8.08112,19.7,-0.043,2.04925,7.16,394.72
SQ22A.N.2017,SQ22A.N,2017,1,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,20,40,25.2,2,12,132,NA,Undisturbed,Modified,0,0.174,-8.73337,19.15006,-0.031,1.397,6.61006,588.27
SQ22A.N.2019,SQ22A.N,2019,2,36.73298671,-118.7534559,RFR,2672,291.58,51.6,0.0948,0.3801,20,40,25.2,2,12,132,NA,Undisturbed,Modified,0,0.203,-7.40279,17.52036,-0.002,2.72758,4.98036,508.83
SQ22A.S.2010,SQ22A.S,2010,1,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,40,16,4.3,3,7,72,NA,Undisturbed,Modified,0,-0.051,-7.11325,15.96,-0.033,3.46452,3.19,327.8
SQ22A.S.2011,SQ22A.S,2011,1,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,40,16,4.3,3,7,72,NA,Undisturbed,Modified,0,-0.064,-7.17414,15.16,-0.046,3.40363,2.39,178.1
SQ22A.S.2012,SQ22A.S,2012,2,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,40,16,4.3,3,7,72,NA,Undisturbed,Modified,0,-0.037,-4.70866,18.08,-0.019,5.86911,5.31,526.62
SQ22A.S.2013,SQ22A.S,2013,1,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,40,16,4.3,3,7,72,NA,Undisturbed,Modified,0,-0.045,-10.00351,19.44,-0.027,0.57426,6.67,584.41
SQ22A.S.2014,SQ22A.S,2014,2,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,40,16,4.3,3,7,72,NA,Undisturbed,Modified,0,-0.035,-2.97873,19.16,-0.017,7.59903,6.39,668.15
SQ22A.S.2015,SQ22A.S,2015,1,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,42.5,13,5,1.5,5,175.5,NA,Undisturbed,Modified,0,-0.016,-6.20061,19.8,0.002,4.37716,7.03,594.88
SQ22A.S.2016,SQ22A.S,2016,2,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,45,10,5.6,0,3,279,NA,Undisturbed,Modified,0,-0.042,-8.01803,19.74,-0.024,2.55974,6.97,400.73
SQ22A.S.2017,SQ22A.S,2017,1,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,45,10,5.6,0,3,279,NA,Undisturbed,Modified,0,-0.047,-8.67772,19.21649,-0.029,1.90005,6.44649,627.61
SQ22A.S.2019,SQ22A.S,2019,2,36.72848847,-118.7535296,RFR,2704,245.57,54.48,-0.9358,0.6357,45,10,5.6,0,3,279,NA,Undisturbed,Modified,0,-0.044,-7.32891,17.5938,-0.026,3.24886,4.8238,550.39
SQ22A.W.2010,SQ22A.W,2010,1,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,80,26,16.3,6,7,95,NA,Undisturbed,Modified,0,0.353,-7.04838,16.15,0.021,3.47998,2.77,335.7
SQ22A.W.2011,SQ22A.W,2011,1,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,80,26,16.3,6,7,95,NA,Undisturbed,Modified,0,0.358,-6.92176,15.4,0.026,3.60661,2.02,187.4
SQ22A.W.2012,SQ22A.W,2012,2,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,80,26,16.3,6,7,95,NA,Undisturbed,Modified,0,0.296,-4.46561,18.33,-0.036,6.06275,4.95,535.27
SQ22A.W.2013,SQ22A.W,2013,1,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,80,26,16.3,6,7,95,NA,Undisturbed,Modified,0,0.379,-9.73233,19.69,0.047,0.79604,6.31,591.88
SQ22A.W.2014,SQ22A.W,2014,2,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,80,26,16.3,6,7,95,NA,Undisturbed,Modified,0,0.321,-2.7289,19.42,-0.011,7.79946,6.04,679.83
SQ22A.W.2015,SQ22A.W,2015,1,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,55,33,15.9,11.5,32,118.5,NA,Undisturbed,Modified,0,0.363,-5.96917,20.09,0.031,4.55919,6.71,608.06
SQ22A.W.2016,SQ22A.W,2016,2,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,30,40,15.4,17,57,142,NA,Undisturbed,Modified,0,0.317,-7.75618,20.02,-0.015,2.77218,6.64,413.68
SQ22A.W.2017,SQ22A.W,2017,1,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,30,40,15.4,17,57,142,NA,Undisturbed,Modified,0,0.261,-8.41332,19.48125,-0.071,2.11504,6.10126,621.14
SQ22A.W.2019,SQ22A.W,2019,2,36.73076713,-118.7562957,RFR,2582,250.65,43.33,0.4693,0.6075,30,40,15.4,17,57,142,NA,Undisturbed,Modified,0,0.279,-7.05489,17.85811,-0.053,3.47347,4.47811,545.99
SQ22C.C.2010,SQ22C.C,2010,1,36.72185883,-118.7648504,WFR,2422,283.57,13.64,0.9916,0.4246,15,19,14.3,6,14,110,NA,Undisturbed,Modified,0,0.255,-7.18219,16.96,0.028,3.43926,3.12,269.1
SQ22C.C.2011,SQ22C.C,2011,1,36.72185883,-118.7648504,WFR,2422,283.57,13.64,0.9916,0.4246,15,19,14.3,6,14,110,NA,Undisturbed,Modified,0,0.29,-6.19065,15.91,0.063,4.4308,2.07,115.4
SQ22C.C.2012,SQ22C.C,2012,2,36.72185883,-118.7648504,WFR,2422,283.57,13.64,0.9916,0.4246,15,19,14.3,6,14,110,NA,Undisturbed,Modified,0,0.199,-3.74767,18.9,-0.028,6.87378,5.06,468.76
SQ22C.C.2013,SQ22C.C,2013,1,36.72185883,-118.7648504,WFR,2422,283.57,13.64,0.9916,0.4246,15,19,14.3,6,14,110,NA,Undisturbed,Modified,0,0.228,-8.88543,20.26,0.001,1.73602,6.42,525.95
SQ22C.C.2014,SQ22C.C,2014,2,36.72185883,-118.7648504,WFR,2422,283.57,13.64,0.9916,0.4246,15,19,14.3,6,14,110,NA,Undisturbed,Modified,0,0.234,-1.96983,20.02,0.007,8.65162,6.18,624.72
SQ22C.C.2015,SQ22C.C,2015,1,36.72185883,-118.7648504,WFR,2422,283.57,13.64,0.9916,0.4246,12.5,24.5,14.7,8,13,101,NA,Undisturbed,Modified,0,0.222,-5.07999,20.67,-0.005,5.54146,6.83,554.44
SQ22C.C.2016,SQ22C.C,2016,2,36.72185883,-118.7648504,RFR,2422,283.57,13.64,0.9916,0.4246,10,30,15,10,12,92,NA,Undisturbed,Modified,0,0.235,-6.84012,20.59,0.008,3.78133,6.75,388.26
SQ22C.C.2017,SQ22C.C,2017,1,36.72185883,-118.7648504,RFR,2422,283.57,13.64,0.9916,0.4246,10,30,15,10,12,92,NA,Undisturbed,Modified,0,0.283,-7.51538,20.44771,0.056,3.10607,6.60771,625.81
SQ22C.C.2019,SQ22C.C,2019,2,36.72185883,-118.7648504,RFR,2422,283.57,13.64,0.9916,0.4246,10,30,15,10,12,92,NA,Undisturbed,Modified,0,0.251,-6.0664,18.82772,0.024,4.55504,4.98772,536.77
SQ22C.E.2010,SQ22C.E,2010,1,36.72182949,-118.7620479,WFR,2477,269.72,36.42,0.0146,0.5016,7,38,27,16,24,120,NA,Undisturbed,Modified,0,0.368,-7.44513,16.96,0.015,3.47282,3.12,269.1
SQ22C.E.2011,SQ22C.E,2011,1,36.72182949,-118.7620479,WFR,2477,269.72,36.42,0.0146,0.5016,7,38,27,16,24,120,NA,Undisturbed,Modified,0,0.347,-6.56923,15.91,-0.006,4.34872,2.07,115.4
SQ22C.E.2012,SQ22C.E,2012,2,36.72182949,-118.7620479,WFR,2477,269.72,36.42,0.0146,0.5016,7,38,27,16,24,120,NA,Undisturbed,Modified,0,0.345,-4.12176,18.9,-0.008,6.79619,5.06,468.76
SQ22C.E.2013,SQ22C.E,2013,1,36.72182949,-118.7620479,WFR,2477,269.72,36.42,0.0146,0.5016,7,38,27,16,24,120,NA,Undisturbed,Modified,0,0.367,-9.31637,20.26,0.014,1.60158,6.42,525.95
SQ22C.E.2014,SQ22C.E,2014,2,36.72182949,-118.7620479,WFR,2477,269.72,36.42,0.0146,0.5016,7,38,27,16,24,120,NA,Undisturbed,Modified,0,0.327,-2.35297,20.02,-0.026,8.56499,6.18,624.72
SQ22C.E.2015,SQ22C.E,2015,1,36.72182949,-118.7620479,WFR,2477,269.72,36.42,0.0146,0.5016,8.5,41.5,19.7,13,18.5,156.5,NA,Undisturbed,Modified,0,0.343,-5.51171,20.67,-0.01,5.40624,6.83,554.44
SQ22C.E.2016,SQ22C.E,2016,2,36.72182949,-118.7620479,RFR,2477,269.72,36.42,0.0146,0.5016,10,45,12.4,10,13,193,NA,Undisturbed,Modified,0,0.287,-7.2908,20.59,-0.066,3.62715,6.75,388.26
SQ22C.E.2017,SQ22C.E,2017,1,36.72182949,-118.7620479,RFR,2477,269.72,36.42,0.0146,0.5016,10,45,12.4,10,13,193,NA,Undisturbed,Modified,0,0.243,-7.96471,19.98086,-0.11,2.95324,6.14086,615.02
SQ22C.E.2019,SQ22C.E,2019,2,36.72182949,-118.7620479,RFR,2477,269.72,36.42,0.0146,0.5016,10,45,12.4,10,13,193,NA,Undisturbed,Modified,0,0.257,-6.53782,18.36443,-0.096,4.38014,4.52443,516.05
SQ22C.N.2010,SQ22C.N,2010,1,36.72410796,-118.7648139,WFR,2410,287.83,18.16,0.7085,0.4009,9,38,26,11,51,100,NA,Undisturbed,Modified,0,0.379,-7.0647,17.09,-0.002,3.43164,2.79,329.8
SQ22C.N.2011,SQ22C.N,2011,1,36.72410796,-118.7648139,WFR,2410,287.83,18.16,0.7085,0.4009,9,38,26,11,51,100,NA,Undisturbed,Modified,0,0.371,-6.02821,16.05,-0.01,4.46813,1.75,180.4
